"","code","label","subcategory","feedback","criticality","organization","question","row_index","Sentiment"
"7512","xe","Miscellaneous","Everything was good/bad","Everything well at the moment",4,"Trust C","Trust C - Q2",8301,0.273
"7513","cc","Care received","Care received","Everything went well",2,"Trust C","Trust C - Q2",8302,0.273
"7514","xe","Miscellaneous","Everything was good/bad","Everything, especially the nursing care was excellent. The meals were very good.",4,"Trust C","Trust C - Q2",8303,0.885
"7515","ec","Environment/ facilities","Cleanliness","Everywhere was clean and tidy and all protocols need during this pandemic were followed, first class",2,"Trust C","Trust C - Q2",8304,0.402
"7516","cc","Care received","Care received","Excellent",4,"Trust C","Trust C - Q2",8305,0.572
"7517","cc","Care received","Care received","excellent",4,"Trust C","Trust C - Q2",8306,0.572
"7518","cc","Care received","Care received","Excellent",4,"Trust C","Trust C - Q2",8307,0.572
"7519","cc","Care received","Care received","Excellent all round but noisy at night",4,"Trust C","Trust C - Q2",8308,0.077
"7520","cc","Care received","Care received","Excellent care",4,"Trust C","Trust C - Q2",8309,0.785
"7521","cc","Care received","Care received","Excellent care",4,"Trust C","Trust C - Q2",8310,0.785
"7522","cc","Care received","Care received","Excellent care",4,"Trust C","Trust C - Q2",8311,0.785
"7523","cc","Care received","Care received","Excellent care by all the staff",4,"Trust C","Trust C - Q2",8314,0.785
"7524","cc","Care received","Care received","Excellent care from everyone I came into contact with. Nothing was to much trouble when a request for anything I requested. All questions were fully explained when asked.",4,"Trust C","Trust C - Q2",8315,0.637
"7525","cc","Care received","Care received","Excellent care given by all",4,"Trust C","Trust C - Q2",8316,0.785
"7526","cc","Care received","Care received","Excellent care on NSPU. Staff so thoughtful and efficient. Felt like I was in a hotel. Food good and always nough to drink.",4,"Trust C","Trust C - Q2",8317,0.954
"7527","cc","Care received","Care received","Excellent care. Couldn’t have asked for better care",4,"Trust C","Trust C - Q2",8318,0.919
"7528","cc","Care received","Care received","Excellent service",4,"Trust C","Trust C - Q2",8319,0.572
"7529","cc","Care received","Care received","Excellent service",4,"Trust C","Trust C - Q2",8320,0.572
"7530","ss","Staff","Staff: General","Excellent staff",4,"Trust C","Trust C - Q2",8321,0.572
"7531","cc","Care received","Care received","Excellent staff and treatment",4,"Trust C","Trust C - Q2",8322,0.572
"7532","sa","Staff","Attitude Of Staff","Excellent staff calm, efficient,  kind & hardworking.  Thank you so much for your wonderful care.",4,"Trust C","Trust C - Q2",8323,0.967
"7533","sa","Staff","Attitude Of Staff","Excellent staff throughout very friendly and informative.",4,"Trust C","Trust C - Q2",8324,0.802
"7534","cc","Care received","Care received","Excellent ward with excellent care.",4,"Trust C","Trust C - Q2",8325,0.891
"7535","ef","Environment/ facilities","Food","Extra choice menu should be offered daily.",-2,"Trust C","Trust C - Q2",8327,0
"7536","ee","Environment/ facilities","Environment/ facilities","Extremely warm in the ward.",2,"Trust C","Trust C - Q2",8328,0.294
"7537","cc","Care received","Care received","Fab service, friendly staff, couldn’t ask for better.",4,"Trust C","Trust C - Q2",8329,0.844
"7538","eq","Environment/ facilities","Facilities/equipment","Fans to keep me cooler and more comfortable.",-2,"Trust C","Trust C - Q2",8331,0.556
"7539","cc","Care received","Care received","Fantastic all round, THANKYOU.",4,"Trust C","Trust C - Q2",8332,0.557
"7540","ss","Staff","Staff: General","Fantastic staff",4,"Trust C","Trust C - Q2",8333,0.557
"7541","cc","Care received","Care received","Faster assistance on night staff.",-3,"Trust C","Trust C - Q2",8334,0
"7542","cc","Care received","Care received","Faster TTOs",-1,"Trust C","Trust C - Q2",8335,0
"7543","xn","Couldn't be improved","Nothing to improve","Faultless",3,"Trust C","Trust C - Q2",8336,0.459
"7544","xn","Couldn't be improved","Nothing to improve","Faultless",3,"Trust C","Trust C - Q2",8337,0.459
"7545","xn","Couldn't be improved","Nothing to improve","Faultless",3,"Trust C","Trust C - Q2",8338,0.459
"7546","xn","Couldn't be improved","Nothing to improve","Faultless",3,"Trust C","Trust C - Q2",8339,0.459
"7547","xn","Couldn't be improved","Nothing to improve","Faultless",3,"Trust C","Trust C - Q2",8340,0.459
"7548","ce","Care received","Emotional care","Feeling lonely because husband couldn’t visit.",-3,"Trust C","Trust C - Q2",8341,-0.25
"7549","ce","Care received","Emotional care","Felt isolated, which I know is no fault of the staff as I had an infection.",-2,"Trust C","Trust C - Q2",8343,-0.011
"7550","cc","Care received","Care received","Felt very cared for and relaxed.",3,"Trust C","Trust C - Q2",8345,0.742
"7551","cc","Care received","Care received","Felt very comfortable on here.",2,"Trust C","Trust C - Q2",8346,0.556
"7552","ss","Staff","Staff: General","Few are nurses are very they should learn from * and *",1,"Trust C","Trust C - Q2",8347,0
"7553","cp","Care received","Physical care","Few opportunities to have a shower or change the sheets.",-3,"Trust C","Trust C - Q2",8348,0.382
"7554","cc","Care received","Care received","Figured out why I had clots and give me actions to avoid reoccurrence.",3,"Trust C","Trust C - Q2",8349,-0.296
"7555","cc","Care received","Care received","First attempt to take blood unsuccessful but then had to wait 2 hours for next attempt without explanation! All staff very friendly and helpful, with very kind support.",-3,"Trust C","Trust C - Q2",8350,0.961
"7556","sa","Staff","Attitude Of Staff","Firstly all the staff and nurses were amazingly friendly, I felt at ease straight away, I give them 100% for that.  The way I was treated and tested was quick very happy with everything.",4,"Trust C","Trust C - Q2",8351,0.898
"7557","ef","Environment/ facilities","Food","Food",-1,"Trust C","Trust C - Q2",8352,0
"7558","ef","Environment/ facilities","Food","Food",-1,"Trust C","Trust C - Q2",8353,0
"7559","ef","Environment/ facilities","Food","Food - Nasty, tasted frozen. Lack of taste and sometimes cold. More so on the COVID side.   Fajitas - cheese tasted rough, the most  processed cheese, I’ve ever tasted.",-3,"Trust C","Trust C - Q2",8354,-0.71
"7560","ef","Environment/ facilities","Food","Food a bit horrible, but people nice enough. Noisy at night.",-3,"Trust C","Trust C - Q2",8355,0.103
"7561","ef","Environment/ facilities","Food","Food could be a bit better",-2,"Trust C","Trust C - Q2",8356,0.44
"7562","ef","Environment/ facilities","Food","Food could be better",-2,"Trust C","Trust C - Q2",8357,0.44
"7563","ef","Environment/ facilities","Food","Food could better.  More entertainment ward, a bit depressing.",-3,"Trust C","Trust C - Q2",8358,0.526
"7564","ef","Environment/ facilities","Food","Food could have been warmer",-2,"Trust C","Trust C - Q2",8359,0.296
"7565","ef","Environment/ facilities","Food","Food is awful I've spent over £300 on food it’s that bad!  Plus plates / forks and that are never clean!.",-4,"Trust C","Trust C - Q2",8361,-0.853
"7566","ef","Environment/ facilities","Food","Food needs huge improvement",-3,"Trust C","Trust C - Q2",8362,0.649
"7567","ef","Environment/ facilities","Food","Food not great but ok, would have been better if I could have a visitor.",-3,"Trust C","Trust C - Q2",8363,0.038
"7568","ef","Environment/ facilities","Food","Food options",-2,"Trust C","Trust C - Q2",8364,0
"7569","ef","Environment/ facilities","Food","Food sometimes",-2,"Trust C","Trust C - Q2",8365,0
"7570","ef","Environment/ facilities","Food","Food times and menus. Last meal at 5pm, then not until 8am the following morning is a very long time, esp for most people in hospital where small frequent meals would be better . Better menu info and variety - I didn’t know there was fruit available until my last day.",-3,"Trust C","Trust C - Q2",8366,0.7
"7571","ef","Environment/ facilities","Food","Food variable",-2,"Trust C","Trust C - Q2",8367,0
"7572","ef","Environment/ facilities","Food","Food was a bit tasteless",-2,"Trust C","Trust C - Q2",8368,0
"7573","ef","Environment/ facilities","Food","Food was a little overcooked at times.",-2,"Trust C","Trust C - Q2",8369,0
"7574","ef","Environment/ facilities","Food","Food!",-2,"Trust C","Trust C - Q2",8370,0
"7575","cc","Care received","Care received","For me I think I got the best treatment.",3,"Trust C","Trust C - Q2",8371,0.637
"7576","cc","Care received","Care received","Found it difficult to get to parents kitchen because it is off the ward.",-3,"Trust C","Trust C - Q2",8372,-0.361
"7577","sa","Staff","Attitude Of Staff","Friendly & helpful staff.",2,"Trust C","Trust C - Q2",8373,0.718
"7578","sa","Staff","Attitude Of Staff","Friendly & helpful staff.",2,"Trust C","Trust C - Q2",8374,0.718
"7579","sa","Staff","Attitude Of Staff","Friendly & welcoming, not rushed",3,"Trust C","Trust C - Q2",8375,0.727
"7580","sa","Staff","Attitude Of Staff","Friendly, professional as you would except, excellently service.",4,"Trust C","Trust C - Q2",8378,0.807
"7581","xn","Couldn't be improved","Nothing to improve","From my experience really nothing occurred that could have been improved on.",3,"Trust C","Trust C - Q2",8379,0.477
"7582","eq","Environment/ facilities","Facilities/equipment","Get bedpans that actually work without breaking and leaking when bed bound patients move, this would be my only complaint. Even using more than one at a time of these flimsy things often doesn’t work. Undignified for the patient, and poor cost effectiveness in every way.",-3,"Trust C","Trust C - Q2",8380,-0.649
"7583","ee","Environment/ facilities","Environment/ facilities","Get heating fixed, too cold in bay 5.",-3,"Trust C","Trust C - Q2",8381,0
"7584","tx","Transition/coordination","Transition And Discharge","Get me home quicker.",-2,"Trust C","Trust C - Q2",8382,0
"7585","cm","Care received","Medication","Get medicine faster when due to go home.",-3,"Trust C","Trust C - Q2",8383,0
"7586","cm","Care received","Medication","Get meds quicker.",-2,"Trust C","Trust C - Q2",8384,0
"7587","sl","Staff","Staffing levels","Get more staff on a night shift.",-3,"Trust C","Trust C - Q2",8385,0
"7588","cm","Care received","Medication","Get the drugs up to the ward quicker when waiting to go home.",-3,"Trust C","Trust C - Q2",8386,0
"7589","cc","Care received","Care received","Get things done quick for example as for the phone and on occasion it’s too late.",-2,"Trust C","Trust C - Q2",8387,0
"7590","ss","Staff","Staff: General","Give the staff longer breaks.",-3,"Trust C","Trust C - Q2",8389,0
"7591","cc","Care received","Care received","Give time and be patient.",-2,"Trust C","Trust C - Q2",8390,0
"7592","cc","Care received","Care received","Given blood products during the afternoon.",-2,"Trust C","Trust C - Q2",8391,0
"7593","mm","Communication","Communication","Given me more communication and explain what was happening.",-3,"Trust C","Trust C - Q2",8392,0
"7594","mi","Communication","Amount/clarity of information","Giving actual times.",-1,"Trust C","Trust C - Q2",8393,0.34
"7595","cc","Care received","Care received","Good better.",2,"Trust C","Trust C - Q2",8395,0.7
"7596","cc","Care received","Care received","Good care.",2,"Trust C","Trust C - Q2",8396,0.727
"7597","cc","Care received","Care received","Good job.",2,"Trust C","Trust C - Q2",8398,0.44
"7598","ss","Staff","Staff: General","Good nurses.",2,"Trust C","Trust C - Q2",8399,0.44
"7599","cc","Care received","Care received","Good nursing, good cleaning, very happy.",3,"Trust C","Trust C - Q2",8400,0.869
"7600","cc","Care received","Care received","Good service by all.",2,"Trust C","Trust C - Q2",8401,0.44
"7601","ss","Staff","Staff: General","Good staff.",2,"Trust C","Trust C - Q2",8402,0.44
"7602","ss","Staff","Staff: General","Good, all the staff helpful.",3,"Trust C","Trust C - Q2",8403,0.691
"7603","cc","Care received","Care received","Good.",2,"Trust C","Trust C - Q2",8405,0.44
"7604","ef","Environment/ facilities","Food","Got better food.",-2,"Trust C","Trust C - Q2",8406,0.44
"7605","cc","Care received","Care received","Got blood mapping & blood bags quicker.",2,"Trust C","Trust C - Q2",8407,0
"7606","cc","Care received","Care received","Got everything I needed and more.",3,"Trust C","Trust C - Q2",8408,0
"7607","cm","Care received","Medication","Got my medication to go home quicker.",2,"Trust C","Trust C - Q2",8409,0
